EM31289-19May2015-1453.xls,Port 1,Port 1,Port 2,Port 2,Port 3,Port 3
5/9/2015 12:30:00 AM,0.20,15.9,0.26,16.6,0.23,16.1
5/9/2015 1:00:00 AM,0.20,15.6,0.26,16.4,0.23,16.1
5/9/2015 1:30:00 AM,0.20,15.4,0.26,16.3,0.23,16.0
5/9/2015 2:00:00 AM,0.20,15.2,0.26,16.1,0.23,15.9
5/9/2015 2:30:00 AM,0.20,15.0,0.26,16.0,0.23,15.8
5/9/2015 3:00:00 AM,0.20,14.9,0.26,15.8,0.23,15.7
5/9/2015 3:30:00 AM,0.20,14.7,0.26,15.7,0.23,15.7
5/9/2015 4:00:00 AM,0.20,14.6,0.26,15.6,0.23,15.6
5/9/2015 4:30:00 AM,0.20,14.4,0.26,15.5,0.23,15.5
5/9/2015 5:00:00 AM,0.20,14.2,0.26,15.3,0.23,15.4
5/9/2015 5:30:00 AM,0.20,14.0,0.26,15.2,0.23,15.3
5/9/2015 6:00:00 AM,0.20,13.8,0.26,15.1,0.23,15.3
5/9/2015 6:30:00 AM,0.20,13.6,0.26,15.0,0.23,15.2
5/9/2015 7:00:00 AM,0.20,13.5,0.26,14.8,0.23,15.1
5/9/2015 7:30:00 AM,0.20,13.3,0.26,14.7,0.23,15.0
5/9/2015 8:00:00 AM,0.20,13.2,0.26,14.6,0.23,14.9
5/9/2015 8:30:00 AM,0.20,13.3,0.26,14.5,0.23,14.8
5/9/2015 9:00:00 AM,0.20,13.4,0.26,14.4,0.23,14.7
5/9/2015 9:30:00 AM,0.20,13.8,0.26,14.3,0.23,14.7
5/9/2015 10:00:00 AM,0.20,14.3,0.26,14.3,0.23,14.6
5/9/2015 10:30:00 AM,0.20,14.8,0.26,14.4,0.23,14.5
5/9/2015 11:00:00 AM,0.20,15.5,0.26,14.4,0.23,14.5
5/9/2015 11:30:00 AM,0.20,16.5,0.26,14.6,0.23,14.5
5/9/2015 12:00:00 PM,0.20,17.5,0.26,14.8,0.23,14.5
5/9/2015 12:30:00 PM,0.20,18.6,0.26,15.1,0.23,14.5
5/9/2015 1:00:00 PM,0.20,19.7,0.26,15.4,0.23,14.5
5/9/2015 1:30:00 PM,0.20,20.6,0.26,15.7,0.23,14.6
5/9/2015 2:00:00 PM,0.21,21.7,0.26,16.2,0.23,14.7
5/9/2015 2:30:00 PM,0.21,22.5,0.26,16.6,0.23,14.8
5/9/2015 3:00:00 PM,0.21,23.0,0.26,17.0,0.23,15.0
5/9/2015 3:30:00 PM,0.21,23.5,0.26,17.4,0.23,15.2
5/9/2015 4:00:00 PM,0.21,24.0,0.26,17.8,0.23,15.4
5/9/2015 4:30:00 PM,0.21,24.3,0.26,18.1,0.23,15.6
5/9/2015 5:00:00 PM,0.21,24.2,0.26,18.5,0.23,15.8
5/9/2015 5:30:00 PM,0.21,24.0,0.26,18.7,0.23,16.0
5/9/2015 6:00:00 PM,0.21,23.8,0.26,18.9,0.23,16.2
5/9/2015 6:30:00 PM,0.21,23.3,0.26,19.1,0.23,16.4
5/9/2015 7:00:00 PM,0.21,22.8,0.26,19.2,0.23,16.5
5/9/2015 7:30:00 PM,0.21,22.2,0.26,19.2,0.23,16.7
5/9/2015 8:00:00 PM,0.21,21.6,0.26,19.2,0.23,16.8
5/9/2015 8:30:00 PM,0.20,21.1,0.26,19.1,0.23,16.9
5/9/2015 9:00:00 PM,0.20,20.5,0.26,19.0,0.23,17.0
5/9/2015 9:30:00 PM,0.20,20.0,0.26,18.8,0.23,17.0
5/9/2015 10:00:00 PM,0.20,19.6,0.26,18.7,0.23,17.1
5/9/2015 10:30:00 PM,0.20,19.2,0.26,18.6,0.23,17.1
5/9/2015 11:00:00 PM,0.20,18.9,0.26,18.4,0.23,17.1
5/9/2015 11:30:00 PM,0.20,18.6,0.26,18.2,0.23,17.0
5/10/2015 12:00:00 AM,0.20,18.3,0.26,18.1,0.23,17.0
5/10/2015 12:30:00 AM,0.20,18.1,0.26,18.0,0.23,16.9
5/10/2015 1:00:00 AM,0.20,17.9,0.26,17.8,0.23,16.9
5/10/2015 1:30:00 AM,0.20,17.7,0.26,17.7,0.23,16.8
5/10/2015 2:00:00 AM,0.20,17.6,0.26,17.6,0.23,16.8
5/10/2015 2:30:00 AM,0.20,17.4,0.26,17.4,0.23,16.7
5/10/2015 3:00:00 AM,0.20,17.3,0.26,17.3,0.23,16.7
5/10/2015 3:30:00 AM,0.20,17.1,0.26,17.2,0.23,16.7
5/10/2015 4:00:00 AM,0.20,17.0,0.26,17.1,0.23,16.6
5/10/2015 4:30:00 AM,0.20,17.0,0.26,17.0,0.23,16.5
5/10/2015 5:00:00 AM,0.20,16.9,0.26,17.0,0.23,16.5
5/10/2015 5:30:00 AM,0.20,16.9,0.26,16.9,0.23,16.4
5/10/2015 6:00:00 AM,0.20,16.9,0.26,16.8,0.23,16.3
5/10/2015 6:30:00 AM,0.20,16.9,0.26,16.8,0.23,16.3
5/10/2015 7:00:00 AM,0.20,16.8,0.26,16.7,0.23,16.3
5/10/2015 7:30:00 AM,0.20,16.8,0.26,16.7,0.23,16.2
5/10/2015 8:00:00 AM,0.20,16.7,0.26,16.6,0.23,16.2
5/10/2015 8:30:00 AM,0.20,16.6,0.26,16.6,0.23,16.1
5/10/2015 9:00:00 AM,0.20,16.6,0.26,16.5,0.23,16.1
5/10/2015 9:30:00 AM,0.20,16.6,0.26,16.4,0.23,16.1
5/10/2015 10:00:00 AM,0.20,16.6,0.26,16.4,0.23,16.0
5/10/2015 10:30:00 AM,0.20,16.7,0.26,16.4,0.23,16.0
5/10/2015 11:00:00 AM,0.20,16.7,0.26,16.4,0.23,16.0
5/10/2015 11:30:00 AM,0.20,16.9,0.26,16.4,0.23,15.9
5/10/2015 12:00:00 PM,0.20,17.0,0.26,16.4,0.23,15.9
5/10/2015 12:30:00 PM,0.20,17.2,0.26,16.4,0.23,15.9
5/10/2015 1:00:00 PM,0.20,17.4,0.26,16.4,0.23,15.9
5/10/2015 1:30:00 PM,0.20,17.7,0.26,16.5,0.23,15.9
5/10/2015 2:00:00 PM,0.20,17.9,0.26,16.6,0.23,15.9
5/10/2015 2:30:00 PM,0.20,17.9,0.26,16.6,0.23,15.9
5/10/2015 3:00:00 PM,0.20,18.0,0.26,16.7,0.23,15.9
5/10/2015 3:30:00 PM,0.20,18.1,0.26,16.7,0.23,15.9
5/10/2015 4:00:00 PM,0.20,18.1,0.26,16.8,0.23,15.9
5/10/2015 4:30:00 PM,0.20,18.0,0.26,16.8,0.24,15.9
5/10/2015 5:00:00 PM,0.20,17.9,0.26,16.8,0.24,16.0
5/10/2015 5:30:00 PM,0.20,17.8,0.26,16.9,0.24,16.0
5/10/2015 6:00:00 PM,0.20,17.8,0.26,16.9,0.24,16.0
5/10/2015 6:30:00 PM,0.20,17.7,0.26,16.9,0.24,16.0
5/10/2015 7:00:00 PM,0.20,17.7,0.26,16.8,0.24,16.0
5/10/2015 7:30:00 PM,0.20,17.8,0.26,16.8,0.24,16.0
5/10/2015 8:00:00 PM,0.20,17.7,0.26,16.9,0.24,16.0
5/10/2015 8:30:00 PM,0.20,17.5,0.26,16.8,0.24,16.0
5/10/2015 9:00:00 PM,0.20,17.4,0.26,16.8,0.24,16.1
5/10/2015 9:30:00 PM,0.20,17.2,0.26,16.8,0.24,16.1
5/10/2015 10:00:00 PM,0.20,17.0,0.26,16.7,0.24,16.0
5/10/2015 10:30:00 PM,0.20,17.0,0.26,16.7,0.24,16.0
5/10/2015 11:00:00 PM,0.20,16.9,0.26,16.6,0.24,16.0
5/10/2015 11:30:00 PM,0.20,16.9,0.26,16.6,0.24,16.0
5/11/2015 12:00:00 AM,0.20,16.9,0.26,16.6,0.24,16.0
5/11/2015 12:30:00 AM,0.21,16.8,0.26,16.5,0.24,15.9
5/11/2015 1:00:00 AM,0.21,16.7,0.26,16.5,0.24,15.9
5/11/2015 1:30:00 AM,0.21,16.3,0.26,16.4,0.24,15.9
5/11/2015 2:00:00 AM,0.21,15.8,0.26,16.4,0.24,15.9
5/11/2015 2:30:00 AM,0.21,15.4,0.26,16.2,0.24,15.9
5/11/2015 3:00:00 AM,0.21,15.0,0.26,16.1,0.24,15.8
5/11/2015 3:30:00 AM,0.21,14.6,0.26,15.9,0.24,15.7
5/11/2015 4:00:00 AM,0.21,14.2,0.26,15.7,0.24,15.7
5/11/2015 4:30:00 AM,0.21,13.7,0.26,15.5,0.24,15.6
5/11/2015 5:00:00 AM,0.21,13.3,0.26,15.3,0.24,15.5
5/11/2015 5:30:00 AM,0.21,13.0,0.26,15.1,0.24,15.4
5/11/2015 6:00:00 AM,0.21,12.8,0.26,14.9,0.24,15.3
5/11/2015 6:30:00 AM,0.21,12.6,0.26,14.7,0.24,15.2
5/11/2015 7:00:00 AM,0.21,12.3,0.26,14.6,0.24,15.1
5/11/2015 7:30:00 AM,0.21,12.2,0.26,14.4,0.24,15.0
5/11/2015 8:00:00 AM,0.21,12.0,0.26,14.2,0.24,14.9
5/11/2015 8:30:00 AM,0.21,11.8,0.26,14.0,0.24,14.7
5/11/2015 9:00:00 AM,0.21,11.7,0.26,13.8,0.24,14.6
5/11/2015 9:30:00 AM,0.22,11.6,0.26,13.7,0.24,14.5
5/11/2015 10:00:00 AM,0.22,11.6,0.26,13.5,0.24,14.4
5/11/2015 10:30:00 AM,0.22,11.7,0.26,13.4,0.24,14.3
5/11/2015 11:00:00 AM,0.21,11.7,0.26,13.3,0.24,14.2
5/11/2015 11:30:00 AM,0.22,11.8,0.26,13.3,0.24,14.1
5/11/2015 12:00:00 PM,0.21,11.8,0.26,13.2,0.24,14.0
5/11/2015 12:30:00 PM,0.21,11.8,0.26,13.1,0.24,13.9
5/11/2015 1:00:00 PM,0.21,11.9,0.26,13.1,0.24,13.8
5/11/2015 1:30:00 PM,0.21,11.9,0.26,13.1,0.24,13.7
5/11/2015 2:00:00 PM,0.21,11.9,0.26,13.0,0.24,13.7
5/11/2015 2:30:00 PM,0.21,11.8,0.26,13.0,0.24,13.6
5/12/2015 9:30:00 AM,0.20,8.9,0.26,10.0,0.23,11.2
5/12/2015 10:00:00 AM,0.20,9.4,0.26,10.0,0.23,11.1
5/12/2015 10:30:00 AM,0.20,10.1,0.26,10.2,0.23,11.0
5/12/2015 11:00:00 AM,0.20,10.8,0.26,10.3,0.23,11.0
5/12/2015 11:30:00 AM,0.20,11.6,0.26,10.5,0.23,11.0
5/12/2015 12:00:00 PM,0.20,12.5,0.26,10.7,0.23,11.0
5/12/2015 12:30:00 PM,0.20,13.4,0.26,11.0,0.23,11.0
5/12/2015 1:00:00 PM,0.20,14.2,0.26,11.3,0.23,11.1
5/12/2015 1:30:00 PM,0.20,15.0,0.26,11.6,0.23,11.2
5/12/2015 2:00:00 PM,0.20,15.8,0.26,12.0,0.23,11.3
5/12/2015 2:30:00 PM,0.20,16.5,0.26,12.3,0.23,11.4
5/12/2015 3:00:00 PM,0.20,17.2,0.26,12.7,0.23,11.6
5/12/2015 3:30:00 PM,0.20,17.7,0.26,13.0,0.23,11.7
5/12/2015 4:00:00 PM,0.20,18.2,0.26,13.4,0.23,11.9
5/12/2015 4:30:00 PM,0.20,18.5,0.26,13.7,0.23,12.1
5/12/2015 5:00:00 PM,0.20,18.7,0.26,14.1,0.23,12.2
5/12/2015 5:30:00 PM,0.20,18.9,0.26,14.3,0.23,12.4
5/12/2015 6:00:00 PM,0.20,18.9,0.26,14.6,0.23,12.6
5/12/2015 6:30:00 PM,0.20,18.8,0.26,14.8,0.23,12.8
5/12/2015 7:00:00 PM,0.20,18.5,0.26,15.0,0.23,13.0
5/12/2015 7:30:00 PM,0.20,18.0,0.26,15.1,0.23,13.1
5/12/2015 8:00:00 PM,0.20,17.5,0.26,15.1,0.23,13.2
5/12/2015 8:30:00 PM,0.20,17.0,0.26,15.2,0.23,13.4
5/12/2015 9:00:00 PM,0.20,16.4,0.26,15.1,0.23,13.5
5/12/2015 9:30:00 PM,0.20,15.9,0.26,15.0,0.23,13.6
5/12/2015 10:00:00 PM,0.20,15.4,0.26,14.9,0.23,13.6
5/12/2015 10:30:00 PM,0.20,15.0,0.26,14.8,0.23,13.7
5/12/2015 11:00:00 PM,0.20,14.5,0.26,14.7,0.23,13.7
5/12/2015 11:30:00 PM,0.20,14.1,0.26,14.5,0.23,13.7
5/13/2015 12:00:00 AM,0.20,13.7,0.26,14.3,0.23,13.6
5/13/2015 12:30:00 AM,0.20,13.4,0.26,14.2,0.23,13.6
5/13/2015 1:00:00 AM,0.20,13.1,0.26,14.0,0.23,13.6
5/13/2015 1:30:00 AM,0.20,12.8,0.26,13.8,0.23,13.5
5/13/2015 2:00:00 AM,0.20,12.6,0.26,13.6,0.23,13.5
5/13/2015 2:30:00 AM,0.20,12.3,0.26,13.5,0.23,13.4
5/13/2015 3:00:00 AM,0.20,12.1,0.26,13.3,0.23,13.4
5/13/2015 3:30:00 AM,0.20,11.8,0.26,13.1,0.23,13.3
5/13/2015 4:00:00 AM,0.20,11.6,0.26,13.0,0.23,13.2
5/13/2015 4:30:00 AM,0.20,11.4,0.25,12.9,0.23,13.1
5/13/2015 5:00:00 AM,0.20,11.2,0.25,12.7,0.23,13.0
5/13/2015 5:30:00 AM,0.20,11.0,0.25,12.6,0.23,13.0
5/13/2015 6:00:00 AM,0.20,10.8,0.25,12.4,0.23,12.9
5/13/2015 6:30:00 AM,0.20,10.7,0.25,12.3,0.23,12.8
5/13/2015 7:00:00 AM,0.20,10.5,0.25,12.2,0.23,12.7
5/13/2015 7:30:00 AM,0.20,10.5,0.25,12.1,0.23,12.6
5/13/2015 8:00:00 AM,0.20,10.4,0.25,11.9,0.23,12.5
5/13/2015 8:30:00 AM,0.20,10.6,0.25,11.8,0.23,12.4
5/13/2015 9:00:00 AM,0.20,10.9,0.25,11.8,0.23,12.3
5/13/2015 9:30:00 AM,0.20,11.3,0.25,11.7,0.23,12.3
5/13/2015 10:00:00 AM,0.20,11.9,0.25,11.8,0.22,12.2
5/13/2015 10:30:00 AM,0.20,12.6,0.25,11.9,0.22,12.2
5/13/2015 11:00:00 AM,0.20,13.4,0.25,12.0,0.22,12.2
5/13/2015 11:30:00 AM,0.20,14.3,0.25,12.2,0.22,12.2
5/13/2015 12:00:00 PM,0.20,15.1,0.25,12.5,0.22,12.2
5/13/2015 12:30:00 PM,0.20,15.9,0.25,12.8,0.22,12.2
5/13/2015 1:00:00 PM,0.20,16.7,0.26,13.1,0.22,12.3
5/13/2015 1:30:00 PM,0.20,17.5,0.26,13.4,0.22,12.4
5/13/2015 2:00:00 PM,0.20,18.2,0.26,13.8,0.22,12.5
5/13/2015 2:30:00 PM,0.20,18.8,0.26,14.2,0.22,12.7
5/13/2015 3:00:00 PM,0.20,19.4,0.26,14.5,0.23,12.8
5/13/2015 3:30:00 PM,0.20,19.8,0.26,14.9,0.23,13.0
5/13/2015 4:00:00 PM,0.20,20.1,0.26,15.2,0.23,13.2
5/13/2015 4:30:00 PM,0.20,20.2,0.26,15.5,0.23,13.4
5/13/2015 5:00:00 PM,0.20,20.1,0.26,15.8,0.23,13.5
5/13/2015 5:30:00 PM,0.20,19.9,0.26,16.0,0.23,13.7
5/13/2015 6:00:00 PM,0.20,19.6,0.26,16.1,0.23,13.9
5/13/2015 6:30:00 PM,0.20,19.3,0.26,16.2,0.23,14.1
5/13/2015 7:00:00 PM,0.20,18.9,0.26,16.3,0.23,14.2
5/13/2015 7:30:00 PM,0.20,18.5,0.26,16.3,0.23,14.3
5/13/2015 8:00:00 PM,0.20,18.0,0.26,16.3,0.23,14.4
5/13/2015 8:30:00 PM,0.20,17.6,0.26,16.2,0.23,14.5
5/13/2015 9:00:00 PM,0.20,17.2,0.26,16.2,0.23,14.5
5/13/2015 9:30:00 PM,0.20,16.8,0.26,16.0,0.23,14.6
5/13/2015 10:00:00 PM,0.20,16.5,0.26,15.9,0.23,14.6
5/13/2015 10:30:00 PM,0.20,16.2,0.26,15.8,0.23,14.6
5/13/2015 11:00:00 PM,0.20,15.9,0.26,15.6,0.23,14.6
5/13/2015 11:30:00 PM,0.20,15.7,0.26,15.6,0.23,14.6
5/14/2015 12:00:00 AM,0.20,15.5,0.26,15.4,0.23,14.6
5/14/2015 12:30:00 AM,0.20,15.4,0.26,15.3,0.23,14.6
5/14/2015 1:00:00 AM,0.20,15.2,0.26,15.2,0.23,14.5
5/14/2015 1:30:00 AM,0.20,15.1,0.26,15.2,0.23,14.5
5/14/2015 2:00:00 AM,0.20,15.0,0.26,15.0,0.23,14.5
5/14/2015 2:30:00 AM,0.20,14.8,0.26,15.0,0.23,14.5
5/14/2015 3:00:00 AM,0.20,14.7,0.26,14.8,0.23,14.4
5/14/2015 3:30:00 AM,0.20,14.6,0.26,14.8,0.23,14.3
5/14/2015 4:00:00 AM,0.19,14.5,0.26,14.7,0.23,14.3
5/14/2015 4:30:00 AM,0.20,14.4,0.26,14.6,0.23,14.3
5/14/2015 5:00:00 AM,0.20,14.3,0.26,14.6,0.23,14.2
5/14/2015 5:30:00 AM,0.20,14.1,0.26,14.5,0.23,14.2
5/14/2015 6:00:00 AM,0.20,13.9,0.26,14.4,0.23,14.1
5/14/2015 6:30:00 AM,0.20,13.7,0.26,14.3,0.23,14.1
5/14/2015 7:00:00 AM,0.20,13.5,0.26,14.2,0.23,14.0
5/14/2015 7:30:00 AM,0.20,13.3,0.26,14.1,0.24,14.0
5/14/2015 8:00:00 AM,0.21,13.2,0.26,14.0,0.24,13.9
5/14/2015 8:30:00 AM,0.22,13.0,0.26,13.9,0.24,13.9
5/14/2015 9:00:00 AM,0.24,12.9,0.26,13.7,0.24,13.8
5/14/2015 9:30:00 AM,0.25,12.9,0.27,13.6,0.24,13.7
5/14/2015 10:00:00 AM,0.25,12.9,0.28,13.5,0.24,13.7
5/14/2015 10:30:00 AM,0.25,13.0,0.28,13.5,0.24,13.6
5/14/2015 11:00:00 AM,0.26,13.0,0.28,13.4,0.25,13.5
5/14/2015 11:30:00 AM,0.26,13.0,0.29,13.4,0.26,13.5
5/14/2015 12:00:00 PM,0.26,13.2,0.29,13.3,0.26,13.4
5/14/2015 12:30:00 PM,0.26,13.3,0.29,13.3,0.26,13.4
5/14/2015 1:00:00 PM,0.26,13.4,0.29,13.3,0.26,13.4
5/14/2015 1:30:00 PM,0.26,13.5,0.29,13.3,0.26,13.3
5/14/2015 2:00:00 PM,0.25,13.6,0.29,13.4,0.26,13.3
5/14/2015 2:30:00 PM,0.25,13.7,0.28,13.4,0.26,13.3
5/14/2015 3:00:00 PM,0.25,13.8,0.28,13.4,0.26,13.3
5/14/2015 3:30:00 PM,0.25,13.9,0.28,13.5,0.26,13.3
5/14/2015 4:00:00 PM,0.25,14.0,0.28,13.5,0.26,13.3
5/14/2015 4:30:00 PM,0.26,14.1,0.29,13.5,0.26,13.3
5/14/2015 5:00:00 PM,0.26,14.2,0.29,13.6,0.26,13.3
5/14/2015 5:30:00 PM,0.26,14.2,0.29,13.6,0.26,13.3
5/14/2015 6:00:00 PM,0.26,14.4,0.29,13.7,0.26,13.3
5/14/2015 6:30:00 PM,0.26,14.5,0.29,13.7,0.26,13.3
5/14/2015 7:00:00 PM,0.26,14.5,0.29,13.7,0.27,13.4
5/14/2015 7:30:00 PM,0.26,14.6,0.29,13.9,0.27,13.4
5/14/2015 8:00:00 PM,0.26,14.6,0.29,13.9,0.27,13.4
5/14/2015 8:30:00 PM,0.25,14.6,0.29,14.0,0.26,13.4
5/14/2015 9:00:00 PM,0.25,14.6,0.29,14.0,0.26,13.4
5/14/2015 9:30:00 PM,0.25,14.6,0.28,14.0,0.26,13.4
5/14/2015 10:00:00 PM,0.25,14.6,0.28,14.0,0.26,13.5
5/14/2015 10:30:00 PM,0.25,14.6,0.28,14.0,0.26,13.5
5/14/2015 11:00:00 PM,0.25,14.6,0.28,14.0,0.26,13.5
5/14/2015 11:30:00 PM,0.25,14.6,0.28,14.0,0.26,13.5
5/15/2015 12:00:00 AM,0.25,14.6,0.28,14.0,0.26,13.5
5/15/2015 12:30:00 AM,0.24,14.5,0.28,14.0,0.26,13.5
5/15/2015 1:00:00 AM,0.24,14.5,0.28,14.0,0.26,13.5
5/15/2015 1:30:00 AM,0.24,14.5,0.28,14.0,0.26,13.5
5/15/2015 2:00:00 AM,0.24,14.5,0.28,14.0,0.26,13.5
5/15/2015 2:30:00 AM,0.24,14.5,0.28,14.0,0.26,13.6
5/15/2015 3:00:00 AM,0.24,14.4,0.28,14.0,0.26,13.6
5/15/2015 3:30:00 AM,0.24,14.3,0.28,14.0,0.26,13.6
5/15/2015 4:00:00 AM,0.24,14.2,0.28,14.0,0.26,13.6
5/15/2015 4:30:00 AM,0.24,14.2,0.28,14.0,0.26,13.6
5/15/2015 5:00:00 AM,0.24,14.1,0.28,14.0,0.26,13.6
5/15/2015 5:30:00 AM,0.24,14.0,0.28,14.0,0.26,13.5
5/15/2015 6:00:00 AM,0.24,13.9,0.28,13.9,0.26,13.5
5/15/2015 6:30:00 AM,0.24,13.8,0.28,13.9,0.26,13.5
5/15/2015 7:00:00 AM,0.24,13.7,0.28,13.8,0.26,13.5
5/15/2015 7:30:00 AM,0.24,13.7,0.28,13.7,0.26,13.5
5/15/2015 8:00:00 AM,0.24,13.9,0.28,13.7,0.26,13.5
5/15/2015 8:30:00 AM,0.24,14.2,0.28,13.7,0.26,13.4
5/15/2015 9:00:00 AM,0.24,14.5,0.28,13.7,0.26,13.4
5/15/2015 9:30:00 AM,0.24,14.8,0.28,13.8,0.26,13.4
5/15/2015 10:00:00 AM,0.24,15.1,0.28,13.9,0.26,13.4
5/15/2015 10:30:00 AM,0.24,15.5,0.28,14.0,0.26,13.4
5/15/2015 11:00:00 AM,0.23,15.7,0.28,14.2,0.26,13.5
5/15/2015 11:30:00 AM,0.23,16.1,0.28,14.3,0.26,13.5
5/15/2015 12:00:00 PM,0.23,16.5,0.28,14.4,0.26,13.6
5/15/2015 12:30:00 PM,0.23,16.9,0.28,14.6,0.26,13.6
5/15/2015 1:00:00 PM,0.23,17.4,0.28,14.8,0.26,13.7
5/15/2015 1:30:00 PM,0.23,18.0,0.28,15.0,0.26,13.8
5/15/2015 2:00:00 PM,0.23,18.5,0.28,15.2,0.26,13.9
5/15/2015 2:30:00 PM,0.23,19.1,0.28,15.5,0.26,14.0
5/15/2015 3:00:00 PM,0.23,19.7,0.28,15.7,0.26,14.1
5/15/2015 3:30:00 PM,0.23,20.1,0.28,16.0,0.26,14.2
5/15/2015 4:00:00 PM,0.23,20.2,0.28,16.3,0.26,14.4
5/15/2015 4:30:00 PM,0.23,20.0,0.28,16.5,0.26,14.5
5/15/2015 5:00:00 PM,0.23,19.7,0.28,16.7,0.26,14.7
5/15/2015 5:30:00 PM,0.23,19.5,0.28,16.8,0.26,14.8
5/15/2015 6:00:00 PM,0.23,19.3,0.28,16.9,0.26,14.9
5/15/2015 6:30:00 PM,0.23,19.1,0.28,16.9,0.25,15.1
5/15/2015 7:00:00 PM,0.23,18.9,0.28,17.0,0.25,15.1
5/15/2015 7:30:00 PM,0.23,18.7,0.28,17.0,0.25,15.2
5/15/2015 8:00:00 PM,0.23,18.5,0.28,17.0,0.25,15.3
5/15/2015 8:30:00 PM,0.23,18.2,0.28,16.9,0.25,15.3
5/15/2015 9:00:00 PM,0.23,18.0,0.28,16.9,0.25,15.4
5/15/2015 9:30:00 PM,0.23,17.8,0.28,16.8,0.25,15.4
5/15/2015 10:00:00 PM,0.23,17.6,0.28,16.8,0.25,15.5
5/15/2015 10:30:00 PM,0.23,17.4,0.28,16.7,0.25,15.5
5/15/2015 11:00:00 PM,0.23,17.3,0.28,16.6,0.25,15.5
5/15/2015 11:30:00 PM,0.23,17.1,0.27,16.5,0.25,15.5
5/16/2015 12:00:00 AM,0.23,17.0,0.27,16.4,0.25,15.5
5/16/2015 12:30:00 AM,0.23,16.9,0.27,16.4,0.25,15.4
5/16/2015 1:00:00 AM,0.22,16.9,0.27,16.4,0.25,15.4
5/16/2015 1:30:00 AM,0.22,16.8,0.27,16.3,0.25,15.4
